example_id,agent,bytes
2c63a862,vanilla,0
gpt4_385a5000,vanilla,0
2a1811e2,vanilla,0
bbf86515,vanilla,0
gpt4_5dcc0aab,vanilla,0
gpt4_0b2f1d21,vanilla,0
f0853d11,vanilla,0
gpt4_6ed717ea,vanilla,0
gpt4_70e84552,vanilla,0
a3838d2b,vanilla,0
gpt4_93159ced,vanilla,0
gpt4_2d58bcd6,vanilla,0
gpt4_65aabe59,vanilla,0
982b5123,vanilla,0
b9cfe692,vanilla,0
gpt4_4edbafa2,vanilla,0
c8090214,vanilla,0
gpt4_483dd43c,vanilla,0
e4e14d04,vanilla,0
c9f37c46,vanilla,0
gpt4_2c50253f,vanilla,0
dcfa8644,vanilla,0
gpt4_b4a80587,vanilla,0
gpt4_9a159967,vanilla,0
cc6d1ec1,vanilla,0
gpt4_8c8961ae,vanilla,0
gpt4_d9af6064,vanilla,0
gpt4_7de946e7,vanilla,0
d01c6aa8,vanilla,0
993da5e2,vanilla,0
a3045048,vanilla,0
gpt4_d31cdae3,vanilla,0
gpt4_cd90e484,vanilla,0
gpt4_88806d6e,vanilla,0
gpt4_4cd9eba1,vanilla,0
gpt4_93f6379c,vanilla,0
b29f3365,vanilla,0
gpt4_2f56ae70,vanilla,0
6613b389,vanilla,0
gpt4_78cf46a3,vanilla,0
gpt4_0a05b494,vanilla,0
gpt4_1a1dc16d,vanilla,0
gpt4_2f584639,vanilla,0
gpt4_213fd887,vanilla,0
gpt4_5438fa52,vanilla,0
gpt4_c27434e8,vanilla,0
gpt4_fe651585,vanilla,0
8c18457d,vanilla,0
gpt4_70e84552_abs,vanilla,0
gpt4_93159ced_abs,vanilla,0
982b5123_abs,vanilla,0
c8090214_abs,vanilla,0
gpt4_c27434e8_abs,vanilla,0
gpt4_fe651585_abs,vanilla,0
6a1eabeb,vanilla,0
6aeb4375,vanilla,0
830ce83f,vanilla,0
852ce960,vanilla,0
945e3d21,vanilla,0
d7c942c3,vanilla,0
71315a70,vanilla,0
89941a93,vanilla,0
ce6d2d27,vanilla,0
9ea5eabc,vanilla,0
07741c44,vanilla,0
a1eacc2a,vanilla,0
184da446,vanilla,0
031748ae,vanilla,0
4d6b87c8,vanilla,0
0f05491a,vanilla,0
08e075c7,vanilla,0
f9e8c073,vanilla,0
41698283,vanilla,0
2698e78f,vanilla,0
b6019101,vanilla,0
45dc21b6,vanilla,0
5a4f22c0,vanilla,0
6071bd76,vanilla,0
e493bb7c,vanilla,0
618f13b2,vanilla,0
72e3ee87,vanilla,0
c4ea545c,vanilla,0
01493427,vanilla,0
6a27ffc2,vanilla,0
2133c1b5,vanilla,0
18bc8abd,vanilla,0
db467c8c,vanilla,0
7a87bd0c,vanilla,0
e61a7584,vanilla,0
1cea1afa,vanilla,0
ed4ddc30,vanilla,0
8fb83627,vanilla,0
b01defab,vanilla,0
22d2cb42,vanilla,0
0e4e4c46,vanilla,0
4b24c848,vanilla,0
7e974930,vanilla,0
603deb26,vanilla,0
59524333,vanilla,0
5831f84d,vanilla,0
eace081b,vanilla,0
affe2881,vanilla,0
50635ada,vanilla,0
e66b632c,vanilla,0
0ddfec37,vanilla,0
f685340e,vanilla,0
cc5ded98,vanilla,0
dfde3500,vanilla,0
69fee5aa,vanilla,0
7401057b,vanilla,0
cf22b7bf,vanilla,0
a2f3aa27,vanilla,0
c7dc5443,vanilla,0
06db6396,vanilla,0
3ba21379,vanilla,0
9bbe84a2,vanilla,0
10e09553,vanilla,0
dad224aa,vanilla,0
ba61f0b9,vanilla,0
42ec0761,vanilla,0
5c40ec5b,vanilla,0
c6853660,vanilla,0
26bdc477,vanilla,0
0977f2af,vanilla,0
6aeb4375_abs,vanilla,0
031748ae_abs,vanilla,0
2698e78f_abs,vanilla,0
2133c1b5_abs,vanilla,0
0ddfec37_abs,vanilla,0
f685340e_abs,vanilla,0
89941a94,vanilla,0
07741c45,vanilla,0
7161e7e2,vanilla,0
c4f10528,vanilla,0
89527b6b,vanilla,0
e9327a54,vanilla,0
4c36ccef,vanilla,0
6ae235be,vanilla,0
7e00a6cb,vanilla,0
1903aded,vanilla,0
ceb54acb,vanilla,0
f523d9fe,vanilla,0
0e5e2d1a,vanilla,0
fea54f57,vanilla,0
cc539528,vanilla,0
dc439ea3,vanilla,0
18dcd5a5,vanilla,0
488d3006,vanilla,0
58470ed2,vanilla,0
8cf51dda,vanilla,0
1d4da289,vanilla,0
8464fc84,vanilla,0
8aef76bc,vanilla,0
71a3fd6b,vanilla,0
2bf43736,vanilla,0
70b3e69b,vanilla,0
8752c811,vanilla,0
3249768e,vanilla,0
1b9b7252,vanilla,0
1568498a,vanilla,0
6222b6eb,vanilla,0
e8a79c70,vanilla,0
d596882b,vanilla,0
e3fc4d6e,vanilla,0
51b23612,vanilla,0
3e321797,vanilla,0
e982271f,vanilla,0
352ab8bd,vanilla,0
fca762bc,vanilla,0
7a8d0b71,vanilla,0
a40e080f,vanilla,0
8b9d4367,vanilla,0
5809eb10,vanilla,0
41275add,vanilla,0
4388e9dd,vanilla,0
4baee567,vanilla,0
561fabcd,vanilla,0
b759caee,vanilla,0
ac031881,vanilla,0
28bcfaac,vanilla,0
16c90bf4,vanilla,0
c8f1aeed,vanilla,0
eaca4986,vanilla,0
c7cf7dfd,vanilla,0
e48988bc,vanilla,0
1de5cff2,vanilla,0
65240037,vanilla,0
778164c6,vanilla,0
76d63226,window,30626
86f00804,window,38812
8e9d538c,window,49020
311778f1,window,49391
c19f7a0b,window,51575
4100d0a0,window,52308
29f2956b,window,53020
1faac195,window,44994
faba32e5,window,61682
f4f1d8a4,window,47198
c14c00dd,window,51429
36580ce8,window,44827
3d86fd0a,window,50413
a82c026e,window,47479
0862e8bf_abs,window,43703
15745da0_abs,window,56033
bc8a6e93_abs,window,55073
19b5f2b3_abs,window,72723
29f2956b_abs,window,61933
f4f1d8a4_abs,window,61606
0a995998,window,54566
6d550036,window,54230
gpt4_59c863d7,window,48680
b5ef892d,window,55703
e831120c,window,56028
3a704032,window,41768
gpt4_d84a3211,window,48119
aae3761f,window,45612
gpt4_f2262a51,window,59230
dd2973ad,window,55017
c4a1ceb8,window,53351
gpt4_a56e767c,window,51796
6cb6f249,window,60275
46a3abf7,window,51555
36b9f61e,window,55408
28dc39ac,window,63006
gpt4_2f8be40d,window,63247
2e6d26dc,window,83186
gpt4_15e38248,window,60307
88432d0a,window,49167
80ec1f4f,window,59161
d23cf73b,window,61015
gpt4_7fce9456,window,50585
d682f1a2,window,42454
7024f17c,window,52664
gpt4_5501fe77,window,61516
gpt4_2ba83207,window,48972
2318644b,window,29978
2ce6a0f2,window,57381
gpt4_d12ceb0e,window,56294
00ca467f,window,58673
b3c15d39,window,66400
gpt4_31ff4165,window,54530
eeda8a6d,window,45123
2788b940,window,63123
60bf93ed,window,67887
9d25d4e0,window,53572
129d1232,window,71859
60472f9c,window,63973
gpt4_194be4b3,window,53605
a9f6b44c,window,63015
d851d5ba,window,52328
5a7937c8,window,65299
gpt4_ab202e7f,window,49237
gpt4_e05b82a6,window,57037
gpt4_731e37d7,window,56300
edced276,window,43974
10d9b85a,window,54087
e3038f8c,window,61089
2b8f3739,window,66912
1a8a66a6,window,46864
c2ac3c61,window,53291
bf659f65,window,49103
gpt4_372c3eed,window,47229
gpt4_2f91af09,window,46979
81507db6,window,58497
88432d0a_abs,window,51140
80ec1f4f_abs,window,48744
eeda8a6d_abs,window,50016
60bf93ed_abs,window,39923
edced276_abs,window,46054
gpt4_372c3eed_abs,window,48098
8a2466db,window,27901
06878be2,window,59431
75832dbd,window,38977
0edc2aef,window,44254
35a27287,window,36118
32260d93,window,22265
195a1a1b,window,46726
afdc33df,window,41604
caf03d32,window,68124
54026fce,window,48577
06f04340,window,46411
6b7dfb22,window,66717
1a1907b4,window,50949
09d032c9,window,60444
38146c39,window,56706
d24813b1,window,66175
57f827a0,window,47731
95228167,window,28362
505af2f5,window,43009
75f70248,window,47407
d6233ab6,window,51056
1da05512,window,54603
fca70973,window,53921
b6025781,window,41532
a89d7624,window,52527
b0479f84,window,39124
1d4e3b97,window,65360
07b6f563,window,63325
1c0ddc50,window,28412
0a34ad58,window,70407
d3ab962e,window,47852
2311e44b,window,46202
cc06de0d,window,57993
a11281a2,window,58883
4f54b7c9,window,62378
85fa3a3f,window,58961
9aaed6a3,window,41672
1f2b8d4f,window,62613
e6041065,window,50752
51c32626,window,56736
d905b33f,window,44289
7405e8b1,window,53807
f35224e0,window,47099
6456829e,window,36626
a4996e51,window,35826
3c1045c8,window,55095
60036106,window,34195
681a1674,window,66840
e25c3b8d,window,50432
4adc0475,window,60556
4bc144e2,window,50593
ef66a6e5,window,58521
5025383b,window,59618
a1cc6108,window,52938
9ee3ecd6,window,53598
3fdac837,window,46176
91b15a6e,window,45506
27016adc,window,48122
720133ac,window,50309
77eafa52,window,41713
8979f9ec,window,56189
0100672e,window,50097
a96c20ee,window,50794
92a0aa75,window,59860
3fe836c9,window,58247
1c549ce4,window,60607
6c49646a,window,59312
1192316e,window,50165
0ea62687,window,60032
67e0d0f2,window,55369
bb7c3b45,window,52798
ba358f49,window,47398
61f8c8f8,window,57818
60159905,window,50423
ef9cf60a,window,41735
73d42213,window,44998
bc149d6b,window,59361
099778bb,window,46190
09ba9854,window,33518
d6062bb9,window,57704
157a136e,window,56689
c18a7dc8,window,52776
a3332713,window,71739
55241a1f,window,47202
a08a253f,window,50450
f0e564bc,window,34684
078150f1,window,47747
8cf4d046,window,62277
a346bb18,window,65248
37f165cf,window,53356
8e91e7d9,window,53242
87f22b4a,window,53634
e56a43b9,window,48076
efc3f7c2,window,43276
21d02d0d,window,37478
2311e44b_abs,window,43629
6456829e_abs,window,44634
e5ba910e_abs,window,41263
a96c20ee_abs,window,49966
ba358f49_abs,window,63713
09ba9854_abs,window,49754
gpt4_59149c77,window,60688
gpt4_f49edff3,window,57313
71017276,window,54993
b46e15ed,window,57259
gpt4_fa19884c,window,48631
0bc8ad92,window,62586
af082822,window,36977
gpt4_4929293a,window,62059
gpt4_b5700ca9,window,42484
9a707b81,window,49423
gpt4_1d4ab0c9,window,58596
gpt4_e072b769,window,52086
0db4c65d,window,53540
gpt4_1d80365e,window,50403
gpt4_7f6b06db,window,29662
gpt4_6dc9b45b,window,60066
gpt4_8279ba02,window,53046
gpt4_18c2b244,window,69099
gpt4_a1b77f9c,window,39608
gpt4_1916e0ea,window,56456
gpt4_7a0daae1,window,45934
gpt4_468eb063,window,51667
gpt4_7abb270c,window,46542
gpt4_1e4a8aeb,window,85001
gpt4_4fc4f797,window,47465
4dfccbf7,window,43488
gpt4_61e13b3c,window,76302
gpt4_45189cb4,window,48740
2ebe6c90,window,53086
gpt4_e061b84f,window,38263
370a8ff4,window,33942
gpt4_d6585ce8,window,57318
gpt4_4ef30696,window,49809
gpt4_ec93e27f,window,47138
6e984301,window,63541
8077ef71,window,56237
gpt4_f420262c,window,63671
gpt4_8e165409,window,47366
gpt4_74aed68e,window,44220
bcbe585f,window,72224
gpt4_21adecb5,window,62567
5e1b23de,window,50369
gpt4_98f46fc6,window,60431
gpt4_af6db32f,window,58292
eac54adc,window,48765
gpt4_7ddcf75f,window,23532
gpt4_a2d1d1f6,window,52496
gpt4_85da3956,window,62313
gpt4_b0863698,window,70470
gpt4_68e94287,window,48142
gpt4_e414231e,window,49520
gpt4_7ca326fa,window,46440
gpt4_7bc6cf22,window,35597
2ebe6c92,window,59198
gpt4_e061b84g,window,35884
71017277,window,48238
b46e15ee,window,44643
gpt4_d6585ce9,window,58246
gpt4_1e4a8aec,window,59751
gpt4_f420262d,window,51230
gpt4_59149c78,window,45288
gpt4_e414231f,window,50764
gpt4_4929293b,window,60805
gpt4_468eb064,window,41175
gpt4_fa19884d,window,39778
9a707b82,window,53119
eac54add,window,77863
4dfccbf8,window,49479
0bc8ad93,window,51500
6e984302,window,66809
gpt4_8279ba03,window,66958
gpt4_b5700ca0,window,55856
gpt4_68e94288,window,55524
gpt4_2655b836,window,59926
gpt4_2487a7cb,window,44573
gpt4_76048e76,window,43790
gpt4_2312f94c,window,50727
0bb5a684,window,47486
08f4fc43,window,63389
2c63a862,window,47446
gpt4_385a5000,window,46815
2a1811e2,window,54161
bbf86515,window,42650
gpt4_5dcc0aab,window,39662
gpt4_0b2f1d21,window,36704
f0853d11,window,41970
gpt4_6ed717ea,window,39038
gpt4_70e84552,window,47676
a3838d2b,window,52620
gpt4_93159ced,window,58680
gpt4_2d58bcd6,window,54923
gpt4_65aabe59,window,59087
982b5123,window,51084
b9cfe692,window,58408
gpt4_4edbafa2,window,57170
c8090214,window,37048
gpt4_483dd43c,window,51330
e4e14d04,window,56925
c9f37c46,window,45199
gpt4_2c50253f,window,44775
dcfa8644,window,65743
gpt4_b4a80587,window,31058
gpt4_9a159967,window,60948
cc6d1ec1,window,51019
gpt4_8c8961ae,window,63978
gpt4_d9af6064,window,55855
gpt4_7de946e7,window,40621
d01c6aa8,window,40812
993da5e2,window,54948
a3045048,window,43286
gpt4_d31cdae3,window,44742
gpt4_cd90e484,window,60699
gpt4_88806d6e,window,54450
gpt4_4cd9eba1,window,37314
gpt4_93f6379c,window,54259
b29f3365,window,57437
gpt4_2f56ae70,window,50505
6613b389,window,60248
gpt4_78cf46a3,window,54396
gpt4_0a05b494,window,50200
gpt4_1a1dc16d,window,48043
gpt4_2f584639,window,75126
gpt4_213fd887,window,62620
gpt4_5438fa52,window,58348
gpt4_c27434e8,window,55020
gpt4_fe651585,window,61284
8c18457d,window,65531
gpt4_70e84552_abs,window,45344
gpt4_93159ced_abs,window,48746
982b5123_abs,window,42930
c8090214_abs,window,53760
gpt4_c27434e8_abs,window,57098
gpt4_fe651585_abs,window,53668
6a1eabeb,window,66551
6aeb4375,window,55449
830ce83f,window,52228
852ce960,window,52106
945e3d21,window,44654
d7c942c3,window,47232
71315a70,window,42768
89941a93,window,59200
ce6d2d27,window,46184
9ea5eabc,window,50193
07741c44,window,58506
a1eacc2a,window,58469
184da446,window,61907
031748ae,window,50160
4d6b87c8,window,51280
0f05491a,window,51878
08e075c7,window,51980
f9e8c073,window,35449
41698283,window,48745
2698e78f,window,56064
b6019101,window,62290
45dc21b6,window,55895
5a4f22c0,window,43135
6071bd76,window,51806
e493bb7c,window,47651
618f13b2,window,47029
72e3ee87,window,56157
c4ea545c,window,51377
01493427,window,50140
6a27ffc2,window,60173
2133c1b5,window,40514
18bc8abd,window,58021
db467c8c,window,43309
7a87bd0c,window,61395
e61a7584,window,55980
1cea1afa,window,53641
ed4ddc30,window,59021
8fb83627,window,69070
b01defab,window,45692
22d2cb42,window,44269
0e4e4c46,window,50386
4b24c848,window,58901
7e974930,window,46071
603deb26,window,48770
59524333,window,21663
5831f84d,window,54189
eace081b,window,56482
affe2881,window,44410
50635ada,window,55957
e66b632c,window,50924
0ddfec37,window,46504
f685340e,window,65658
cc5ded98,window,38619
dfde3500,window,55577
69fee5aa,window,58464
7401057b,window,64009
cf22b7bf,window,40839
a2f3aa27,window,56414
c7dc5443,window,44911
06db6396,window,43202
3ba21379,window,42064
9bbe84a2,window,54247
10e09553,window,54078
dad224aa,window,46730
ba61f0b9,window,59500
42ec0761,window,62736
5c40ec5b,window,54119
c6853660,window,65089
26bdc477,window,44188
0977f2af,window,52769
6aeb4375_abs,window,53004
031748ae_abs,window,47303
2698e78f_abs,window,43920
2133c1b5_abs,window,69756
0ddfec37_abs,window,45446
f685340e_abs,window,54234
89941a94,window,50805
07741c45,window,48360
7161e7e2,window,42267
c4f10528,window,50681
89527b6b,window,57330
e9327a54,window,38324
4c36ccef,window,48505
6ae235be,window,68017
7e00a6cb,window,53940
1903aded,window,62891
ceb54acb,window,65124
f523d9fe,window,60953
0e5e2d1a,window,54187
fea54f57,window,62668
cc539528,window,58986
dc439ea3,window,48961
18dcd5a5,window,49361
488d3006,window,47963
58470ed2,window,57101
8cf51dda,window,57419
1d4da289,window,44593
8464fc84,window,64902
8aef76bc,window,51607
71a3fd6b,window,66698
2bf43736,window,65481
70b3e69b,window,62876
8752c811,window,74940
3249768e,window,67150
1b9b7252,window,57871
1568498a,window,56995
6222b6eb,window,57752
e8a79c70,window,57782
d596882b,window,30114
e3fc4d6e,window,53457
51b23612,window,44990
3e321797,window,39762
e982271f,window,49068
352ab8bd,window,53021
fca762bc,window,52090
7a8d0b71,window,50773
a40e080f,window,52874
8b9d4367,window,39941
5809eb10,window,34250
41275add,window,55544
4388e9dd,window,66996
4baee567,window,39663
561fabcd,window,38635
b759caee,window,50579
ac031881,window,64852
28bcfaac,window,47131
16c90bf4,window,59436
c8f1aeed,window,60575
eaca4986,window,61359
c7cf7dfd,window,46627
e48988bc,window,54713
1de5cff2,window,59197
65240037,window,53372
778164c6,window,46410
76d63226,rag,1257442
86f00804,rag,1269459
8e9d538c,rag,1242207
311778f1,rag,1299417
c19f7a0b,rag,1238682
4100d0a0,rag,1317767
29f2956b,rag,1255767
1faac195,rag,1254093
faba32e5,rag,1249301
f4f1d8a4,rag,1420182
c14c00dd,rag,1272513
36580ce8,rag,1344895
3d86fd0a,rag,1306660
a82c026e,rag,1247874
0862e8bf_abs,rag,1307843
15745da0_abs,rag,1341045
bc8a6e93_abs,rag,1274654
19b5f2b3_abs,rag,1313398
29f2956b_abs,rag,1282533
f4f1d8a4_abs,rag,1293005
0a995998,rag,1260756
6d550036,rag,1265724
gpt4_59c863d7,rag,1247422
b5ef892d,rag,1309412
e831120c,rag,1236464
3a704032,rag,1247209
gpt4_d84a3211,rag,1272399
aae3761f,rag,1237723
gpt4_f2262a51,rag,1242117
dd2973ad,rag,1307213
c4a1ceb8,rag,1264153
gpt4_a56e767c,rag,1247100
6cb6f249,rag,1217726
46a3abf7,rag,1295223
36b9f61e,rag,1265909
28dc39ac,rag,1157837
gpt4_2f8be40d,rag,1239732
2e6d26dc,rag,1261223
gpt4_15e38248,rag,1234252
88432d0a,rag,1257805
80ec1f4f,rag,1261559
d23cf73b,rag,1294964
gpt4_7fce9456,rag,1282258
d682f1a2,rag,1222737
7024f17c,rag,1255883
gpt4_5501fe77,rag,1322350
gpt4_2ba83207,rag,1283813
2318644b,rag,1295232
2ce6a0f2,rag,1253469
gpt4_d12ceb0e,rag,1236092
00ca467f,rag,1265441
b3c15d39,rag,1255847
gpt4_31ff4165,rag,1193087
eeda8a6d,rag,1307585
2788b940,rag,1232072
60bf93ed,rag,1273214
9d25d4e0,rag,1279046
129d1232,rag,1197496
60472f9c,rag,1178785
gpt4_194be4b3,rag,1225635
a9f6b44c,rag,1243101
d851d5ba,rag,1335576
5a7937c8,rag,1135756
gpt4_ab202e7f,rag,1247370
gpt4_e05b82a6,rag,1281966
gpt4_731e37d7,rag,1313206
edced276,rag,1245323
10d9b85a,rag,1226463
e3038f8c,rag,1216060
2b8f3739,rag,1275831
1a8a66a6,rag,1290098
c2ac3c61,rag,1337850
bf659f65,rag,1301582
gpt4_372c3eed,rag,1228557
gpt4_2f91af09,rag,1311848
81507db6,rag,1311154
88432d0a_abs,rag,1286003
80ec1f4f_abs,rag,1244116
eeda8a6d_abs,rag,1228206
60bf93ed_abs,rag,1313426
edced276_abs,rag,1341438
gpt4_372c3eed_abs,rag,1270594
8a2466db,rag,1296021
06878be2,rag,1194075
75832dbd,rag,1229714
0edc2aef,rag,1251222
35a27287,rag,1303644
32260d93,rag,1305992
195a1a1b,rag,1309625
afdc33df,rag,1295590
caf03d32,rag,1261358
54026fce,rag,1229843
06f04340,rag,1282011
6b7dfb22,rag,1238547
1a1907b4,rag,1342813
09d032c9,rag,1240247
38146c39,rag,1335385
d24813b1,rag,1238987
57f827a0,rag,1277137
95228167,rag,1288801
505af2f5,rag,1278491
75f70248,rag,1240520
d6233ab6,rag,1176400
1da05512,rag,1226242
fca70973,rag,1173867
b6025781,rag,1219064
a89d7624,rag,1275694
b0479f84,rag,1282397
1d4e3b97,rag,1233555
07b6f563,rag,1323468
1c0ddc50,rag,1354399
0a34ad58,rag,1261945
